1,36.0,17.78480362892151,2939
2,82.0,22.39484214782715,4265
3,54.0,25.357706308364868,5132
4,74.0,29.241984128952026,6268
5,85.0,34.11450123786926,7668
6,65.0,37.70767784118652,8702
7,67.0,41.243945837020874,9751
8,64.0,44.79012703895569,10802
9,100.0,50.09095859527588,12402
10,76.0,54.001847982406616,13562
11,163.0,62.595221519470215,16124
12,200.0,73.7829315662384,19397
13,125.0,80.60064768791199,21431
14,104.0,86.24351263046265,23141
15,109.0,91.81460976600647,24837
16,200.0,102.47006464004517,28047
17,200.0,112.83267450332642,31195
18,200.0,123.8192789554596,34444
19,79.0,128.4364640712738,35812
20,108.0,134.01965522766113,37492
21,164.0,142.80669116973877,40117
22,200.0,153.6650562286377,43372
23,200.0,164.49503564834595,46567
24,200.0,175.05964994430542,49785
25,200.0,185.74425959587097,53071
26,189.0,195.6949098110199,56092
27,122.0,202.17537093162537,58048
28,170.0,210.89960384368896,60712
29,108.0,216.5479474067688,62437
30,179.0,226.0521776676178,65347
31,147.0,233.88121891021729,67706
32,178.0,243.21190929412842,70494
33,200.0,253.9501986503601,73677
34,197.0,264.35556745529175,76819
35,200.0,274.5566999912262,79931
36,200.0,284.787499666214,83042
37,200.0,295.4606592655182,86283
38,200.0,305.9357204437256,89497
39,200.0,316.4925799369812,92717
40,200.0,327.03151679039,95960
41,200.0,337.7376711368561,99222
42,200.0,348.11258149147034,102407
43,200.0,358.68698954582214,105628
44,200.0,369.1431953907013,108839
45,200.0,379.4763743877411,111989
46,200.0,389.8334562778473,115161
47,200.0,400.22062730789185,118336
48,200.0,410.5306725502014,121520
49,200.0,420.79756903648376,124643
50,200.0,431.3114261627197,127836
51,200.0,441.8080654144287,131040
52,200.0,452.4179744720459,134267
53,200.0,462.5476336479187,137376
54,200.0,473.2863392829895,140686
55,200.0,484.2298119068146,144012
56,200.0,494.49627208709717,147078
57,200.0,505.01022958755493,150290
58,200.0,515.0725004673004,153412
59,200.0,525.726348400116,156613
60,200.0,536.053840637207,159786
61,200.0,546.6908612251282,163029
62,200.0,557.3367125988007,166254
63,200.0,567.7321975231171,169459
64,200.0,578.4774208068848,172722
65,200.0,588.7511434555054,175843
66,200.0,601.5090818405151,179007
67,200.0,614.9164805412292,182208
68,200.0,628.1086623668671,185405
69,200.0,641.4801609516144,188600
70,200.0,652.8292553424835,191754
71,200.0,663.4755613803864,194985
72,200.0,674.2211751937866,198189
73,200.0,683.8432703018188,201078
