1719,35.0,28.663901805877686,4.0
6071,195.0,61.49818277359009,14.0
9559,135.0,87.32052516937256,9.0
12238,115.0,107.92826843261719,8.0
14326,85.0,124.09467005729675,7.0
15997,25.0,136.31742668151855,4.0
17854,50.0,149.8862898349762,4.0
20301,100.0,168.03451800346375,9.0
22387,15.0,183.33972215652466,2.0
24781,15.0,198.8209466934204,2.0
27489,110.0,214.74500489234924,7.0
30147,105.0,229.69145917892456,6.0
34254,205.0,252.9393184185028,17.0
35792,15.0,261.6189968585968,3.0
38441,90.0,277.9158012866974,7.0
41037,105.0,298.38529753685,8.0
43498,105.0,317.4433925151825,6.0
46087,140.0,338.8148663043976,11.0
48292,5.0,356.5780243873596,1.0
50123,45.0,371.50878381729126,4.0
52871,115.0,393.15413522720337,8.0
54267,50.0,404.3664450645447,6.0
56865,120.0,425.5046660900116,9.0
59729,155.0,448.7806942462921,10.0
62030,45.0,467.1724925041199,6.0
64442,85.0,486.93878722190857,9.0
66989,110.0,507.8077895641327,11.0
69287,15.0,526.1537532806396,2.0
72098,105.0,549.4432511329651,6.0
73915,105.0,563.9663589000702,6.0
78163,130.0,597.8558809757233,10.0
80938,95.0,619.6076340675354,9.0
84560,70.0,648.5848293304443,7.0
86280,30.0,662.4945266246796,3.0
90273,165.0,694.2518606185913,13.0
95087,365.0,733.1426119804382,17.0
98629,200.0,761.6031692028046,14.0
101272,50.0,782.7825980186462,4.0
104322,180.0,808.3753776550293,14.0
107075,215.0,830.4943337440491,13.0
110872,140.0,861.3306255340576,10.0
112939,120.0,875.374983549118,8.0
118831,440.0,909.481130361557,29.0
122999,485.0,933.6908740997314,20.0
128394,310.0,964.6958909034729,23.0
130862,120.0,978.9935803413391,8.0
132854,50.0,990.5189847946167,4.0
136062,345.0,1009.0238356590271,10.0
139204,80.0,1027.2307665348053,8.0
143128,225.0,1049.7920491695404,15.0
145961,140.0,1065.9835302829742,11.0
150326,275.0,1091.2103991508484,20.0
152332,105.0,1102.7492051124573,6.0
158409,350.0,1137.898069858551,23.0
160924,105.0,1152.608276605606,6.0
165348,170.0,1178.2100257873535,13.0
167642,70.0,1191.4676463603973,6.0
172097,285.0,1217.1264672279358,20.0
174786,125.0,1232.7380368709564,8.0
176615,25.0,1243.418888092041,4.0
179581,140.0,1260.5713396072388,10.0
182810,165.0,1279.1653769016266,15.0
185336,160.0,1293.7895669937134,11.0
189186,235.0,1315.9693179130554,17.0
192345,125.0,1334.248865365982,12.0
193895,30.0,1343.1618485450745,3.0
196393,85.0,1357.7374563217163,8.0
200762,170.0,1382.9166305065155,14.0
203364,55.0,1397.9827992916107,8.0
204934,20.0,1406.9910516738892,3.0
209532,425.0,1433.5506691932678,19.0
211208,10.0,1443.1928906440735,2.0
212701,20.0,1451.7006425857544,3.0
215914,170.0,1470.3808193206787,14.0
218502,105.0,1485.2397668361664,6.0
220559,65.0,1497.1863350868225,5.0
224483,345.0,1520.0385222434998,22.0
225907,35.0,1528.1915264129639,4.0
227957,0.0,1540.142832994461,0.0
230395,55.0,1554.265876531601,5.0
233198,90.0,1570.498980998993,7.0
235289,85.0,1582.6903750896454,6.0
239094,360.0,1604.6588034629822,14.0
242425,250.0,1623.9567308425903,18.0
245183,105.0,1639.8095245361328,11.0
248923,180.0,1661.4783658981323,13.0
253448,465.0,1687.4376487731934,20.0
256727,160.0,1706.4274895191193,14.0
258797,45.0,1718.3840725421906,3.0
261610,95.0,1734.6443190574646,8.0
264329,85.0,1750.2985572814941,9.0
267999,145.0,1771.5343446731567,10.0
271909,185.0,1794.3098845481873,16.0
274733,105.0,1810.884331703186,8.0
276145,30.0,1819.0578181743622,3.0
278656,60.0,1833.4692232608795,7.0
280347,85.0,1843.2238669395447,8.0
283668,305.0,1862.4814682006836,12.0
286228,115.0,1877.2614877223969,8.0
288831,115.0,1892.1883599758148,13.0
291113,45.0,1905.2093675136566,5.0
293126,60.0,1916.8848478794098,6.0
294633,20.0,1925.5830562114716,3.0
299364,325.0,1952.938838481903,23.0
301789,100.0,1966.8623414039612,8.0
304456,50.0,1982.20662856102,7.0
306521,50.0,1994.199193239212,6.0
310270,240.0,2015.9384179115295,18.0
313001,125.0,2031.6812298297882,12.0
315896,30.0,2048.3523621559143,4.0
318558,105.0,2063.6637229919434,11.0
320006,45.0,2072.151394844055,5.0
321595,45.0,2081.295332431793,5.0
324307,30.0,2096.8782851696014,5.0
326245,35.0,2108.035507440567,5.0
329148,185.0,2124.913282394409,14.0
333734,285.0,2151.4587609767914,22.0
336877,130.0,2169.654384613037,13.0
340149,210.0,2188.5933730602264,17.0
341775,50.0,2198.0217010974884,6.0
343911,135.0,2210.3002021312714,10.0
346172,35.0,2223.322452545166,3.0
347900,60.0,2233.4306716918945,7.0
349864,60.0,2244.8739817142487,6.0
352684,195.0,2261.0346870422363,14.0
357306,255.0,2287.6270728111267,18.0
361022,205.0,2309.129606962204,15.0
365307,175.0,2335.923630475998,13.0
368595,100.0,2355.941167116165,11.0
370342,85.0,2366.028484106064,8.0
372439,70.0,2387.9059629440308,7.0
374511,20.0,2401.5409252643585,4.0
376195,15.0,2412.71648311615,2.0
378762,110.0,2430.0201148986816,11.0
380817,55.0,2443.698942899704,7.0
383279,95.0,2460.558206319809,7.0
385284,65.0,2473.9477863311768,6.0
386771,35.0,2483.8477849960327,5.0
389549,200.0,2502.140470266342,15.0
392085,80.0,2519.150032520294,8.0
393769,35.0,2530.337417602539,4.0
396908,105.0,2551.453637599945,11.0
399801,115.0,2570.903160095215,10.0
403477,125.0,2594.876471757889,14.0
407117,380.0,2619.2300267219543,14.0
409802,140.0,2637.2811603546143,12.0
413088,170.0,2659.1161642074585,13.0
414895,35.0,2671.3527319431305,4.0
416981,105.0,2685.431136608124,8.0
418578,30.0,2696.046660423279,4.0
420768,45.0,2710.676122188568,6.0
422537,40.0,2722.324749469757,4.0
425900,215.0,2744.7031881809235,14.0
427228,55.0,2753.6733129024506,5.0
429715,105.0,2770.258417367935,12.0
431726,55.0,2783.9554555416107,6.0
433669,40.0,2796.910411119461,6.0
437051,145.0,2819.303473472595,13.0
438527,90.0,2829.0376586914062,7.0
440602,50.0,2842.753855228424,5.0
443745,165.0,2863.5954558849335,14.0
446334,90.0,2880.3411753177643,8.0
448180,30.0,2892.66547703743,3.0
450106,35.0,2905.5579030513763,3.0
453237,130.0,2926.6136655807495,12.0
454547,20.0,2935.421890735626,3.0
457416,105.0,2954.885511636734,12.0
462106,320.0,2986.987587451935,22.0
464059,95.0,3006.1659088134766,8.0
465691,20.0,3025.4417667388916,3.0
467574,15.0,3050.7891314029694,2.0
469975,85.0,3081.554360151291,9.0
472547,55.0,3103.042256832123,6.0
474390,25.0,3114.833073616028,4.0
478587,445.0,3140.175842523575,20.0
480863,105.0,3154.5115444660187,8.0
484838,200.0,3178.47061419487,16.0
488602,230.0,3201.772498846054,17.0
493526,395.0,3232.1220219135284,27.0
496287,140.0,3247.963351249695,10.0
498756,35.0,3262.262936592102,4.0
501289,85.0,3276.8518331050873,9.0
503749,60.0,3290.996693134308,7.0
506015,85.0,3304.0999433994293,8.0
508229,70.0,3316.9004559516907,8.0
510827,170.0,3331.96462726593,16.0
512637,85.0,3342.5270812511444,8.0
515785,180.0,3362.4903841018677,15.0
520490,325.0,3402.799062728882,22.0
522618,135.0,3416.974900484085,9.0
523996,55.0,3425.885885477066,6.0
528858,325.0,3457.5020842552185,23.0
530703,90.0,3469.4440162181854,8.0
533526,110.0,3487.4111936092377,9.0
536074,175.0,3503.9907088279724,13.0
539650,80.0,3527.0953307151794,10.0
543225,175.0,3550.3270609378815,16.0
546910,205.0,3574.534078359604,16.0
549569,80.0,3591.642908334732,7.0
551333,135.0,3602.7507960796356,9.0
